codigo_inep;codigo_mec;nome_escola_original;nome_escola_cadastro;municipio;ano;data_documento;data_evento;tipo_evento;status_evento;documento_origem;pagina_origem;evidencia;nivel_confianca;observacao
41030265;41030265;LONDRINA CELIA MORAES DE OLIVEIRA,C E PROF- EF M P;CELIA M DE OLIVEIRA C E CM PROFEF M P;Londrina;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41030486;41030486;LONDRINA WISTREMUNDO R P GARCIA, C E PE-EF M P;WISTREMUNDO R P GARCIA C E CM PEEFM P;Londrina;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41030800;41030800;LONDRINA HEBER S VARGAS, C E PROF DR-EF M PROFIS;HEBER S VARGAS C E CM PROF DREF M P;Londrina;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41031237;41031237;LONDRINA HUGO SIMAS, C E-EF M PROFIS;HUGO SIMAS C E CMEF M PROFIS;Londrina;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41031253;41031253;LONDRINA HUMBERTO P COUTINHO, C E-EF M PROFIS;HUMBERTO P COUTINHO C E CMEF M PROFIS;Londrina;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41031750;41031750;LONDRINA LUCIA B LISBOA, C E PROFA-EF M;LUCIA B LISBOA C E PROFAEF M;Londrina;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41031873;41031873;LONDRINA MARGARIDA B LISBOA, C E PROFA-EF M;MARGARIDA B LISBOA C E CM PROFAEF M;Londrina;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41032241;41032241;LONDRINA NILO PECANHA, C E-EF M PROFIS;NILO PECANHA C E CMEF M PROFIS;Londrina;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41032446;41032446;LONDRINA OLYMPIA M TORMENTA, C E PROF-EF M PROFIS;OLYMPIA M TORMENTA C E CM PROFEF M P;Londrina;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41033620;41033620;ROLANDIA LAURO P TAVARES, C E DR-EF M;LAURO P TAVARES C E CM DREF M;Rolândia;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41060296;41060296;CARAMBEI JULIA WANDERLEY, C E-EF M PROFIS;JULIA WANDERLEY C EEF M PROFIS;Carambeí;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41060466;41060466;CASTRO NICOLAU BALTASAR, C E PE-EF M;NICOLAU BALTASAR C E PEEF M;Castro;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41062108;41062108;PONTA GROSSA BECKER E SILVA, C E PROF-EF M PROFIS;BECKER E SILVA C E CM PROFEF M PROFIS;Ponta Grossa;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41062191;41062191;PONTA GROSSA CARLOS ZELESNY, C E PE-EF M;CARLOS ZELESNY C E CM PEEF M;Ponta Grossa;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41062469;41062469;PONTA GROSSA EPAMINONDAS N RIBAS, C E DR-EF M PROFIS;EPAMINONDAS N RIBAS C E CM DREF M P;Ponta Grossa;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41062914;41062914;PONTA GROSSA KENNEDY, C E PRES-EF M PROFIS 7;KENNEDY C E PRESEFMPN;Ponta Grossa;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41092694;41092694;ITAPEJARA OESTE ISIDORO DUMONT, E E IR-EF;ISIDORO DUMONT E E CM IREF;Itapejara d'Oeste;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41093666;41093666;PATO BRANCO SAO JOAO BOSCO, C E-EF M PROFIS;SAO JOAO BOSCO C E CMEF M P;Pato Branco;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41140052;41140052;MATINHOS SERTAOZINHO, C E-E F M N PROFIS;SERTAOZINHO C E CMEF M N PROFIS;Matinhos;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41141121;41141121;PARANAGUA REGINA M B DE MELLO, C E PROFA-EF M;REGINA M B DE MELLO C E PROFAEF M;Paranaguá;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41354273;41354273;PONTA GROSSA EDISON PIETROBELLI, C E PROF-EF M;EDISON PIETROBELLI E E CM PROFEF;Ponta Grossa;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41355156;41355156;LONDRINA THIAGO TERRA, C E-EF M PROF;THIAGO TERRA C E CMEF M PROF;Londrina;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41356136;41356136;LONDRINA RINA M DE J FRANCOVIG, C E PROFA-EF M;RINA M DE J FRANCOVIG C E PROFAEF M;Londrina;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41378962;41378962;PONTA GROSSA ANA DIVANIR BORATTO, C E-EFM;ANA DIVANIR BORATTO C EEFM;Ponta Grossa;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41597915;41597915;LONDRINA PATRIMONIO REGINA, C E DO-EF M;PATRIMONIO REGINA C E CM DOEF M;Londrina;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41004957;41004957;CRUZEIRO OESTE ANCHIETA, C E-E F M N;ANCHIETA C E CMEF M N;Cruzeiro do Oeste;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;5;Edital nº 101/2023 (p. 5) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41007280;41007280;TAPIRA CASTELO BRANCO, C E PRES-EF M;CASTELO BRANCO E E CM PRESEF;Tapira;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;5;Edital nº 101/2023 (p. 5) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41052250;41052250;S JOSE B VISTA NEWTON SAMPAIO, E E-EF;NEWTON SAMPAIO C E CMEF M;São José da Boa Vista;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;5;Edital nº 101/2023 (p. 5) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41053494;41053494;WENCESLAU BRAZ MIGUEL NASSIF MALUF, C E-EF M;MIGUEL NASSIF MALUF C E CMEF M;Wenceslau Braz;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;5;Edital nº 101/2023 (p. 5) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41062949;41062949;PONTA GROSSA LINDA S BACILA, C E PROFA-EF M PROFIS;LINDA S BACILA C E PROFAEF M PROFIS;Ponta Grossa;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;5;Edital nº 101/2023 (p. 5) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41063139;41063139;PONTA GROSSA NOSSA SRA DA GLORIA, C E-EF M;NOSSA SRA DA GLORIA C E CMEF M;Ponta Grossa;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;5;Edital nº 101/2023 (p. 5) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41063384;41063384;PONTA GROSSA SANTA MARIA, C E-EF M;SANTA MARIA C EEF M;Ponta Grossa;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;5;Edital nº 101/2023 (p. 5) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41068807;41068807;TOLEDO LUIZ AUGUSTO M REGO, C E-EF M PROFIS;LUIZ AUGUSTO M REGO C E CMEF M PROFIS;Toledo;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;5;Edital nº 101/2023 (p. 5) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
;;Instituições de Ensino Cívico-Militares (Vagas de Diretores / Monitores);REDE ESTADUAL DO PARANÁ;Estado do Paraná;2023;2023-11-14;2023-11-14;OUTRO;PROCESSO_SELETIVO_GERAL;edital1022023_gsseed_ccm.pdf;1;edital1022023_gsseed_ccm.pdf (p. 1) - Processo seletivo de gestão/direção militar ou edital normativo de cronograma da rede estadual.;NORMATIVO_GERAL;Edital referente a credenciamento, homologação de saúde ou seleção de militares/diretores. Documento: edital1022023_gsseed_ccm.
41004051;41004051;CE SANTO INÁCIO DE LOYOLA;SANTO INACIO DE LOYOLA C E CMEF M;Terra Rica;2023;2023-11-24;2023-11-28;CONSULTA;CONVOCADA;edital1092023_gsseed_protocolo213100866_ccm_consulta_publica_novas_instituicoes.pdf;1;Edital nº 109/2023 (p. 1) - Edital complementar de Consulta Pública convocando novas instituições para votação em 28 e 29/11/2023.;CONFIRMADO;Inclusão de novas instituições na consulta pública.
41077776;41077776;CE PRESIDENTE KENEDY;KENNEDY C E C CM PRESEF M;Serranópolis do Iguaçu;2023;2023-11-24;2023-11-28;CONSULTA;CONVOCADA;edital1092023_gsseed_protocolo213100866_ccm_consulta_publica_novas_instituicoes.pdf;1;Edital nº 109/2023 (p. 1) - Edital complementar de Consulta Pública convocando novas instituições para votação em 28 e 29/11/2023.;CONFIRMADO;Inclusão de novas instituições na consulta pública.
41000021;41000021;AGOSTINHO STEFANELLO, E E-EF;AGOSTINHO STEFANELLO E E CMEF;Alto Paraná;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41010345;41010345;RONDON CASTRO ALVES, C E - EM PROFIS;CASTRO ALVES C E CMEM PROFIS;Rondon;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41020910;41020910;CECILIA MEIRELES, E E-EF;CECILIA MEIRELES E E CMEF;Santa Fé;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41026764;41026764;ARAPONGAS JULIA WANDERLEY, E E PROFA-EF;JULIA WANDERLEY E E PROFAEF;Arapongas;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41031709;41031709;LONDRINA LAURO G DA V PESSOA, E E PROF-EF;LAURO G DA V PESSOA E E CM PROFEF;Londrina;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41032225;41032225;LONDRINA NEWTON GUIMARAES, C E PROF-EF M;NEWTON GUIMARAES C E CM PROFEF M;Londrina;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41032853;41032853;LONDRINA RIO BRANCO, C E BAR DO-EF M;RIO BRANCO C E CM BAR DOEF M;Londrina;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41039068;41039068;NEREU RAMOS, E E-EF;NEREU RAMOS E E CMEF;Manoel Ribas;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41040694;41040694;S PEDRO DO IVAI VICENTE MACHADO, C E C-EF M;VICENTE MACHADO C E CMEF M;São Pedro do Ivaí;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41056264;41056264;TELEMACO BORBA JARDIM ALEGRE, C E-EF M PROFIS;JARDIM ALEGRE C E CMEF M PROFIS;Telêmaco Borba;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41056574;41056574;IMBAU TANCREDO NEVES, C E PRES-EF M PROFIS;TANCREDO NEVES C E PRESEF M PROFIS;Imbaú;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41063155;41063155;PONTA GROSSA OSORIO, C E GAL-EF M;OSORIO C E CM GALEF M PROFIS;Ponta Grossa;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41067029;41067029;GRACILIANO RAMOS, E E-EF;GRACILIANO RAMOS E E CMEF;Santa Helena;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41068688;41068688;TOLEDO JOAO ARNALDO RITT, C E-EF M;JOAO ARNALDO RITT C E CMEF M;Toledo;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41073037;41073037;DIAMANTE DO SUL OSORIO DUQUE ESTRADA, C E-EF M;OSORIO DUQUE ESTRADA C E CMEF M;Diamante do Sul;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41089006;41089006;SALTO LONTRA JORGE DE LIMA, E E-EF;JORGE DE LIMA E E CMEF;Salto do Lontra;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41100689;41100689;GUARAPUAVA LENI MARLENE JACOB, C E PROFA-EF M PROF;LENI MARLENE JACOB C E CM PROFAEF M P;Guarapuava;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41122836;41122836;EMILIA BUZATO, C E-EF M PROFIS;EMILIA BUZATO C E CM EF M PROFIS;Campo Magro;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41123212;41123212;ROSA F JOHNSON, E E PROFA-EF;ROSA F JOHNSON E E CM PROFA EF;Almirante Tamandaré;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41128885;41128885;CURITIBA DIRCE C DO AMARAL, C E PROFA-EF M PROFIS;DIRCE C DO AMARAL C E PROFAEF M PROFIS;Curitiba;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41141156;41141156;PARANAGUA ROQUE VERNALHA, E E DR-EF;ROQUE VERNALHA E E DREF;Paranaguá;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41358872;41358872;LONDRINA JOAO RODRIGUES DA SILVA, C E PROF-EF M;JOAO R DA SILVA E E CM PROFEF;Londrina;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41366620;41366620;PARANAGUA VIDAL VANHONI, C E PROF-EF M;VIDAL VANHONI C E PROFEF M;Paranaguá;2023;2023-11-30;2023-11-30;CONSULTA;PRORROGADA;edital1102023_gsseed.pdf;1;Edital nº 110/2023 (p. 1) - Prorrogação de Consulta Pública por falta de quórum na primeira rodada.;CONFIRMADO;Prorrogação da consulta pública nas instituições elencadas.
41018800;41018800;LEO KOHLER, E E PROF-EF;LEO KOHLER E E CM PROFEF;Terra Boa;2023;2023-12-01;2023-12-04;CONSULTA;CONVOCADA;edital1122023_gsseed_expansao.pdf;1;Edital nº 112/2023 (p. 1) - Edital de expansão de Consulta Pública para adesão ao Programa CCM.;CONFIRMADO;Convocação para consulta pública de expansão do programa.
41076354;41076354;FOZ DO IGUACU CARLOS DRUMMOND DE;CARLOS DRUM DE ANDRADE C E CMEF M P;Foz do Iguaçu;2023;2023-12-01;2023-12-04;CONSULTA;CONVOCADA;edital1122023_gsseed_expansao.pdf;1;Edital nº 112/2023 (p. 1) - Edital de expansão de Consulta Pública para adesão ao Programa CCM.;CONFIRMADO;Convocação para consulta pública de expansão do programa.
