codigo_mec_documento;codigo_inep;nome_escola_original;nome_escola_cadastro;municipio_documento;municipio_cadastro;uf;status_matching;nivel_confianca;justificativa;fonte_cadastro;documento_origem;pagina_origem;observacao
41076036;41076036;FOZ DO IGUACU AYRTON SENNA DA SILVA, C E-EF M N PROFIS;AYRTON SENNA DA SILVA C EEF M N PROFIS;Foz do Iguaçu;Foz do Iguaçu;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Foz do Iguaçu' idêntico e termos significativos concordantes (AYRTON, SENNA, SILVA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual.
41076354;41076354;FOZ DO IGUACU CARLOS DRUMMOND DE;CARLOS DRUM DE ANDRADE C E CMEF M P;Foz do Iguaçu;Foz do Iguaçu;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Foz do Iguaçu' idêntico e termos significativos concordantes (CARLOS).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1122023_gsseed_expansao.pdf;1;Rede Estadual.
41076605;41076605;FOZ DO IGUACU JUSCELINO K DE OLIVEIRA, C E-EF M PROFIS;JUSCELINO K DE OLIVEIRA C EEF M PROFIS;Foz do Iguaçu;Foz do Iguaçu;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Foz do Iguaçu' idêntico e termos significativos concordantes (JUSCELINO, K, OLIVEIRA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual.
41077512;41077512;MEDIANEIRA ARTHUR DA C SILVA, C E MAL-EF M PROFIS;ARTHUR DA C SILVA C E CM MALEF M P;Foz do Iguaçu;Medianeira;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'Medianeira' identificado no cabeçalho/texto e termos nominais concordantes (ARTHUR, SILVA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41077776;41077776;CE PRESIDENTE KENEDY;KENNEDY C E C CM PRESEF M;Serranópolis do Iguaçu;Serranópolis do Iguaçu;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Conclusivo + NRE/Município Validado);"Revalidado na Auditoria Final: Código MEC 41077776 exato; Estabelecimento Pres. Kennedy homologado no Edital 121/2023 (p. 1) em Serranópolis do Iguaçu (DIOE 11566). Identidade canônica confirmada sem ambiguidade.";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1092023_gsseed_protocolo213100866_ccm_consulta_publica_novas_instituicoes.pdf;1;Variação de grafia documentada.
41078586;41078586;41078586 FOZ DO IGUAÇU SANTA TEREZINHA DE ITAIPU;ARCANGELO NANDI C EE F M;Santa Terezinha de Itaipu;Santa Terezinha de Itaipu;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Conclusivo + NRE/Município Validado);"Revalidado na Auditoria Final: Código MEC 41078586 exato; Estabelecimento Arcangelo Nandi homologado no Edital 136/2025 (p. 2) em Santa Terezinha de Itaipu. Identidade canônica confirmada sem ambiguidade.";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Variação de grafia documentada.
41079469;41079469;PARANAGUÁ, C E MQ DE - EF M PROFIS;PARANAGUA C E MQ DEEF M PROFIS;Vera Cruz do Oeste;Vera Cruz do Oeste;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Vera Cruz do Oeste' idêntico e termos significativos concordantes (MQ, PARANAGUA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual.
41081340;41081340;PLANALTO JOAO ZACCO PARANA, C E-EF M PROFIS;JOAO ZACCO PARANA C E CMEF M;Francisco Beltrão;Planalto;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'Planalto' identificado no cabeçalho/texto e termos nominais concordantes (JOAO, PARANA, ZACCO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41084721;41084721;DOIS VIZINHOS JOSÉ DE ANCHIETA, C E - EF M;JOSE DE ANCHIETA C EEF M;Dois Vizinhos;Dois Vizinhos;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Dois Vizinhos' idêntico e termos significativos concordantes (ANCHIETA, JOSE).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual.
41084772;41084772;DOIS VIZINHOS LEONARDO DA VINCI, C E-EF M N PROFIS;LEONARDO DA VINCI C E CMEF M N PROFIS;Dois Vizinhos;Dois Vizinhos;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Dois Vizinhos' idêntico e termos significativos concordantes (LEONARDO, VINCI).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual.
41085906;41085906;FRANC BELTRAO EDUARDO VIRMOND SUPLICY, C E DR- EF M P;EDUARDO VIRMOND SUPLICY C E DREF M P;Francisco Beltrão;Francisco Beltrão;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Francisco Beltrão' idêntico e termos significativos concordantes (EDUARDO, SUPLICY, VIRMOND).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual.
41086945;41086945;MARMELEIRO MARMELEIRO, C E DE-EF M PROFIS;MARMELEIRO C E DEEF M;Francisco Beltrão;Marmeleiro;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'Marmeleiro' identificado no cabeçalho/texto e termos nominais concordantes (MARMELEIRO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41089006;41089006;SALTO LONTRA JORGE DE LIMA, E E-EF;JORGE DE LIMA E E CMEF;Dois Vizinhos;Salto do Lontra;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Conclusivo + NRE/Município Validado);"Revalidado na Auditoria Final: Código MEC 41089006 exato; Estabelecimento Jorge de Lima homologado no Edital 122/2023 (p. 1) sob NRE Dois Vizinhos em Salto do Lontra. Identidade canônica confirmada sem ambiguidade.";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1102023_gsseed.pdf;1;Revisar relação NRE vs Município.
41092694;41092694;ITAPEJARA OESTE ISIDORO DUMONT, E E IR-EF;ISIDORO DUMONT E E CM IREF;Pato Branco;Itapejara d'Oeste;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Conclusivo + NRE/Município Validado);"Revalidado na Auditoria Final: Código MEC 41092694 exato; Estabelecimento Isidoro Dumont no Edital 114/2023 (p. 3) sob NRE Pato Branco em Itapejara d'Oeste. Identidade canônica confirmada sem ambiguidade.";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Revisar relação NRE vs Município.
41093666;41093666;PATO BRANCO SAO JOAO BOSCO, C E-EF M PROFIS;SAO JOAO BOSCO C E CMEF M P;Pato Branco;Pato Branco;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Pato Branco' idêntico e termos significativos concordantes (BOSCO, JOAO, SAO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Rede Estadual.
41099133;41099133;CANTAGALO OLAVO BILAC, C E-EF M N PROFIS;OLAVO BILAC C EEF M N PROFIS;Laranjeiras do Sul;Cantagalo;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'Cantagalo' identificado no cabeçalho/texto e termos nominais concordantes (BILAC, OLAVO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41099940;41099940;GUARAPUAVA CESAR STANGE, C E-EF M;CESAR STANGE C EEF M;Guarapuava;Guarapuava;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Guarapuava' idêntico e termos significativos concordantes (CESAR, STANGE).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual.
41100689;41100689;GUARAPUAVA LENI MARLENE JACOB, C E PROFA-EF M PROF;LENI MARLENE JACOB C E CM PROFAEF M P;Guarapuava;Guarapuava;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Guarapuava' idêntico e termos significativos concordantes (JACOB, LENI, MARLENE).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1102023_gsseed.pdf;1;Rede Estadual.
41101006;41101006;GUARAPUAVA PALMEIRINHA, C E DO C DE-EF M PROF;PALMEIRINHA C E DO C DEEF M PROF;Guarapuava;Guarapuava;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Guarapuava' idêntico e termos significativos concordantes (PALMEIRINHA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual.
41105176;41105176;QUEDAS IGUACU ALTO RECREIO, C E-EF M;ALTO RECREIO C E CMEF M;Laranjeiras do Sul;Quedas do Iguaçu;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Conclusivo + NRE/Município Validado);"Revalidado na Auditoria Final: Código MEC 41105176 exato; Estabelecimento Alto Recreio no Edital 114/2023 (p. 2) sob NRE Laranjeiras do Sul em Quedas do Iguaçu. Identidade canônica confirmada sem ambiguidade.";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Revisar relação NRE vs Município.
41122801;41122801;ALBERTO KRAUSE, C E PROF-EF M;ALBERTO KRAUSE C E CM PROFEF M P;Almirante Tamandaré;Almirante Tamandaré;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Almirante Tamandaré' idêntico e termos significativos concordantes (ALBERTO, KRAUSE).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;1;Rede Estadual.
41122836;41122836;EMILIA BUZATO, C E-EF M PROFIS;EMILIA BUZATO C E CM EF M PROFIS;Campo Magro;Campo Magro;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Campo Magro' idêntico e termos significativos concordantes (BUZATO, EMILIA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1102023_gsseed.pdf;1;Rede Estadual.
41122860;41122860;FLORIPA TEIXEIRA DE FARIA, C E-EF M;FLORIPA TEIXEIRA DE FARIA C EEF M PROF;Almirante Tamandaré;Almirante Tamandaré;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Almirante Tamandaré' idêntico e termos significativos concordantes (FARIA, FLORIPA, TEIXEIRA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;1;Rede Estadual.
41123212;41123212;ROSA F JOHNSON, E E PROFA-EF;ROSA F JOHNSON E E CM PROFA EF;Almirante Tamandaré;Almirante Tamandaré;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Almirante Tamandaré' idêntico e termos significativos concordantes (F, JOHNSON, ROSA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1102023_gsseed.pdf;1;Rede Estadual.
41123301;41123301;TANCREDO NEVES, C E-EF M PROFIS;TANCREDO NEVES C EEF M;Almirante Tamandaré;Almirante Tamandaré;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Almirante Tamandaré' idêntico e termos significativos concordantes (NEVES, TANCREDO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;1;Rede Estadual.
41124014;41124014;JUVENTUDE DE SANTO ANTONIO, C E- EF M;JUVENTUDE DE SANTO ANTONIO C E CMEF M;Balsa Nova;Balsa Nova;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Balsa Nova' idêntico e termos significativos concordantes (ANTONIO, JUVENTUDE, SANTO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41124669;41124669;IVAN F DO AMARAL FILHO, C E-EF M PROF;IVAN F DO AMARAL FILHO C E CM EF M P;Campina Grande do Sul;Campina Grande do Sul;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Campina Grande do Sul' idêntico e termos significativos concordantes (AMARAL, F, FILHO, IVAN).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;1;Rede Estadual.
41125053;41125053;DJALMA MARINHO, C E-EF M PROFIS;DJALMA MARINHO C E CMEF M PROFIS;Campo Largo;Campo Largo;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Campo Largo' idêntico e termos significativos concordantes (DJALMA, MARINHO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41125193;41125193;JOAO XXIII, C E-E F M;JOAO XXIII C E CMEF M;Campo Largo;Campo Largo;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Campo Largo' idêntico e termos significativos concordantes (JOAO, XXIII).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41125304;41125304;MACEDO SOARES, C E-EF M PROFIS;MACEDO SOARES C E CMEF M PROFIS;Campo Largo;Campo Largo;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Campo Largo' idêntico e termos significativos concordantes (MACEDO, SOARES).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41126050;41126050;HELENA KOLODY, C E-EF M PROF;HELENA KOLODY C EEF M PROF;Colombo;Colombo;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Colombo' idêntico e termos significativos concordantes (HELENA, KOLODY).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;1;Rede Estadual.
41126122;41126122;JOAO R DE CAMARGO, C E-EF M PROFIS;JOAO R DE CAMARGO C E CM EF M;Colombo;Colombo;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Colombo' idêntico e termos significativos concordantes (CAMARGO, JOAO, R).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;1;Rede Estadual.
41126670;41126670;MIGUEL FRANCO FILHO, C E-EF M PROFIS;MIGUEL FRANCO FILHO C E CMEF M PROFIS;Contenda;Contenda;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Contenda' idêntico e termos significativos concordantes (FILHO, FRANCO, MIGUEL).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41127048;41127048;CURITIBA ALFREDO PARODI, C E-EF M PROFIS;ALFREDO PARODI C EEF M PROFIS;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (ALFREDO, PARODI).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41127668;41127668;CURITIBA BENTO MUNHOZ DA ROCHA, C E - EF M PROFIS;BENTO M DA ROCHA NETO C EEF M PROFIS;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (BENTO, ROCHA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual.
41128664;41128664;CURITIBA CRUZEIRO DO SUL, C E-EF M PROFIS;CRUZEIRO DO SUL C E CMEF M P;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (CRUZEIRO, SUL).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41128885;41128885;CURITIBA DIRCE C DO AMARAL, C E PROFA-EF M PROFIS;DIRCE C DO AMARAL C E PROFAEF M PROFIS;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (AMARAL, DIRCE).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1102023_gsseed.pdf;1;Rede Estadual.
41128915;41128915;CURITIBA DOMINGOS ZANLORENZI, C E - EF M PROFIS;DOMINGOS ZANLORENZI C EEF M PROFIS;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (DOMINGOS, ZANLORENZI).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual.
41129512;41129512;CURITIBA GABRIELA MISTRAL, C E-EF M;GABRIELA MISTRAL C EEF M PROFIS;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (GABRIELA, MISTRAL).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual.
41129539;41129539;CURITIBA GELVIRA CORREA PACHECO, C E-EF M;GELVIRA CORREA PACHECO C EEF M P;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (CORREA, GELVIRA, PACHECO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41129687;41129687;CURITIBA GUIDO STRAUBE, C E PROF-EF M PROFIS;GUIDO STRAUBE C E PROFEF M PROFIS;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (GUIDO, STRAUBE).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual.
41129920;41129920;CURITIBA ISABEL L S SOUZA, C E PROFA-EF M PROFIS;ISABEL L S SOUZA C E PROFAEF M PROFIS;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (ISABEL, L, S, SOUZA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41129970;41129970;CURITIBA IVO LEAO, C E-EF M;IVO LEAO C EEF M;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (IVO, LEAO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41129989;41129989;CURITIBA IVO ZANLORENZI, E E MONS-EF;IVO ZANLORENZI E E MONSEF;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (IVO, ZANLORENZI).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual.
41130065;41130065;CURITIBA JAYME CANET, C E-EF M PROFIS;JAYME CANET C E CMEF M P;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (CANET, JAYME).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41130146;41130146;CURITIBA JOAO LOYOLA, C E PROF-EF M;JOAO LOYOLA C E CM PROFEF M P;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (JOAO, LOYOLA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41130170;41130170;CURITIBA JOAO PAULO I, C E PAPA-EF M PROFIS;JOAO PAULO I C E CM PAPAEF M P;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (I, JOAO, PAULO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41130189;41130189;CURITIBA JOAO PAULO II, C E-EF M;JOAO PAULO II C EEF M PROFIS;Curitiba;Curitiba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Curitiba' idêntico e termos significativos concordantes (II, JOAO, PAULO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
